Name,student_id,gender,program,gpa,previous_results,course_information,module_credits,ca_weight,final_exam_weight,ca_marks,final_exam_marks,total_marks,final_grade,lecture_attendance,attendance_percentage,assignment_marks,exam_results,quiz_scores,submission_status,login_frequency,time_spent_lms,resources_accessed,forum_chat_activity,course_start_date,click_count,assessment_date,assessment_type,assessment_score,assessment_max_score,Predicted_Risk_Level,Learning_Style,assignment_due_date,assignment_submission_date,sessions_attended,total_sessions_held,click_timestamp,module_id,pass_fail_status,assignment_max_marks,Non_Engaged_Modules
Janaka Dissanayake,ST5223,Male,ITM,2.02,Good,Software Engineering,3,30,70,15.4,35.2,50.6,C+,26,88.1,15.4,50.3,43,On-time,16,76,28,7,5/03/2025 0:00,102,17/04/2025 0:00,Midterm,18,20,Medium Risk,Moderate Learner,16/04/2025 0:00,19/04/2025 0:00,26,27,17/04/2025 16:08,MOD-IN2201,Pass,30,Software Measurement
Gopal Gunasekara,ST5224,Male,IT,3.53,Average,Software Engineering,3,30,70,16.3,40.3,56.6,B-,28,92.6,16.3,57.6,92,Late,5,45,39,9,6/02/2025 0:00,59,16/04/2025 0:00,Presentation,6,30,Low Risk,Passive Learner,12/02/2025 0:00,16/02/2025 0:00,11,26,16/04/2025 21:24,MOD-IN2201,Pass,30,"Software Development Models, Agile & Scrum"
Pradeep Jayasinghe,ST5225,Male,IT,3.26,Good,Software Engineering,3,30,70,27.1,54.5,81.6,A,8,26.1,27.1,77.8,77,Late,6,18,16,13,6/02/2025 0:00,496,2/03/2025 0:00,Assignment,20,30,Medium Risk,At-Risk Learner,9/05/2025 0:00,6/05/2025 0:00,6,30,2/03/2025 10:20,MOD-IN2201,Pass,30,"Software Development Models, Agile & Scrum"
Niroshan Udagedara,ST5226,Male,IT,2.34,Weak,Software Engineering,3,30,70,18.6,58.4,77.0,A,20,67.3,18.6,83.5,31,On-time,21,35,33,4,6/02/2025 0:00,466,26/02/2025 0:00,Final Exam,25,50,Medium Risk,Moderate Learner,8/03/2025 0:00,11/03/2025 0:00,20,25,26/02/2025 17:43,MOD-IN2201,Pass,30,UI/UX Design
Waruni Sivarajah,ST5227,Female,IT,3.83,Excellent,Software Engineering,3,30,70,18.9,18.9,37.8,F,16,51.8,18.9,27.0,47,On-time,9,49,42,15,6/02/2025 0:00,418,21/05/2025 0:00,Final Exam,33,100,Medium Risk,At-Risk Learner,12/02/2025 0:00,13/02/2025 0:00,28,28,21/05/2025 11:35,MOD-IN2201,Fail,30,
Kalani Kumara,ST5228,Female,IT,2.45,Average,Software Engineering,3,30,70,25.9,50.3,76.2,A,14,46.1,25.9,71.8,50,Late,22,90,32,11,5/03/2025 0:00,328,19/05/2025 0:00,Quiz,12,20,Medium Risk,Highly Engaged,29/05/2025 0:00,27/05/2025 0:00,4,27,19/05/2025 8:38,MOD-IN2201,Pass,30,Software Engineering Methods
Kasun Siriwardana,ST5229,Male,ITM,3.94,Weak,Software Engineering,3,30,70,23.2,33.5,56.7,B-,19,62.3,23.2,47.9,78,On-time,5,58,30,14,15/01/2025 0:00,306,31/01/2025 0:00,Assignment,7,30,Low Risk,Moderate Learner,18/03/2025 0:00,22/03/2025 0:00,15,28,31/01/2025 10:47,MOD-IN2201,Pass,30,UI/UX Design
Yasodha Gamlath,ST5230,Female,ITM,2.22,Weak,Software Engineering,3,30,70,28.8,55.1,83.9,A,9,30.4,28.8,78.7,62,On-time,5,74,28,9,15/04/2025 0:00,201,9/07/2025 0:00,Presentation,5,20,Medium Risk,Passive Learner,17/06/2025 0:00,16/06/2025 0:00,25,28,9/07/2025 14:19,MOD-IN2201,Pass,30,Software Development Models
Sampath Bandara,ST5231,Male,ITM,2.03,Good,Software Engineering,3,30,70,25.3,40.6,65.9,B+,21,71.4,25.3,58.0,91,On-time,6,17,14,9,5/03/2025 0:00,77,8/03/2025 0:00,Practical,18,20,Medium Risk,Passive Learner,25/03/2025 0:00,30/03/2025 0:00,21,26,8/03/2025 11:22,MOD-IN2201,Pass,30,"UI/UX Design, Managing Software Projects"
Lakmini Karunathilake,ST5232,Female,IT,3.98,Average,Software Engineering,3,30,70,20.1,59.8,79.9,A,23,77.8,20.1,85.5,37,On-time,23,62,40,4,27/02/2025 0:00,97,28/03/2025 0:00,Final Exam,10,20,Low Risk,Moderate Learner,27/04/2025 0:00,30/04/2025 0:00,13,30,28/03/2025 19:31,MOD-IN2201,Pass,30,Software Engineering Methods
Vimukthi Gamlath,ST5233,Male,IT,2.96,Excellent,Software Engineering,3,30,70,12.8,13.5,26.3,F,7,24.6,12.8,19.3,74,Late,17,42,23,6,5/03/2025 0:00,57,7/04/2025 0:00,Midterm,13,20,High Risk,At-Risk Learner,17/04/2025 0:00,14/04/2025 0:00,14,26,7/04/2025 12:50,MOD-IN2201,Fail,30,"Managing Software Projects, Software Maintenance & Evolution"
Malini Munasinghe,ST5234,Female,IT,3.86,Average,Software Engineering,3,30,70,14.0,49.3,63.3,B,10,33.2,14.0,70.4,83,On-time,22,55,33,9,6/02/2025 0:00,463,24/05/2025 0:00,Assignment,41,50,Low Risk,Highly Engaged,5/04/2025 0:00,7/04/2025 0:00,12,30,24/05/2025 12:08,MOD-IN2201,Pass,30,Software Testing
Chathuni Munasinghe,ST5235,Female,IT,3.44,Average,Software Engineering,3,30,70,10.9,26.1,37.0,F,14,48.2,10.9,37.3,47,On-time,22,83,14,14,6/04/2025 0:00,213,17/05/2025 0:00,Lab,15,30,Medium Risk,Highly Engaged,17/06/2025 0:00,16/06/2025 0:00,9,27,17/05/2025 15:53,MOD-IN2201,Fail,30,Requirements Engineering
Lasith Fonseka,ST5236,Male,IT,3.18,Average,Software Engineering,3,30,70,20.7,41.4,62.1,B,20,66.3,20.7,59.1,79,Late,14,63,17,8,6/04/2025 0:00,263,10/06/2025 0:00,Midterm,16,30,Medium Risk,Moderate Learner,1/06/2025 0:00,31/05/2025 0:00,20,27,10/06/2025 16:32,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Tilan Piyarathna,ST5237,Male,IT,3.5,Average,Software Engineering,3,30,70,16.9,25.2,42.1,F,13,44.5,16.9,36.0,62,On-time,6,30,41,3,6/02/2025 0:00,483,28/02/2025 0:00,Lab,25,30,Medium Risk,At-Risk Learner,24/04/2025 0:00,23/04/2025 0:00,4,27,28/02/2025 19:19,MOD-IN2201,Fail,30,Requirements Engineering
Udani Yapa,ST5238,Female,IT,3.45,Good,Software Engineering,3,30,70,12.4,62.8,75.2,A,7,24.8,12.4,89.7,35,On-time,22,85,25,3,23/03/2025 0:00,165,10/06/2025 0:00,Final Exam,15,50,Medium Risk,At-Risk Learner,18/05/2025 0:00,18/05/2025 0:00,25,25,10/06/2025 16:20,MOD-IN2201,Pass,30,UI/UX Design
Bandara Jayasinghe,ST5239,Male,IT,2.03,Good,Software Engineering,3,30,70,29.8,13.6,43.4,F,23,75.9,29.8,19.4,85,Late,3,62,41,7,15/04/2025 0:00,390,15/06/2025 0:00,Presentation,27,50,Medium Risk,Passive Learner,9/05/2025 0:00,13/05/2025 0:00,7,25,15/06/2025 15:32,MOD-IN2201,Fail,30,Software Development Models
Eranga Rajapaksha,ST5240,Male,ITM,3.82,Average,Software Engineering,3,30,70,9.0,26.3,35.3,F,16,54.9,9.0,37.6,53,Late,8,46,27,2,5/03/2025 0:00,186,22/06/2025 0:00,Midterm,39,50,Medium Risk,At-Risk Learner,2/05/2025 0:00,4/05/2025 0:00,10,26,22/06/2025 13:39,MOD-IN2201,Fail,30,"Requirements Engineering, UI/UX Design"
Prabath Rambukwella,ST5241,Male,IT,2.36,Average,Software Engineering,3,30,70,15.8,37.7,53.5,C+,17,56.7,15.8,53.8,49,On-time,12,70,11,5,5/03/2025 0:00,121,6/04/2025 0:00,Practical,83,100,Medium Risk,Passive Learner,14/03/2025 0:00,18/03/2025 0:00,14,28,6/04/2025 21:30,MOD-IN2201,Pass,30,"Software Engineering Methods, Software Development Models"
Piyumi Rambukwella,ST5242,Female,IT,2.86,Good,Software Engineering,3,30,70,27.3,33.5,60.8,B,27,90.4,27.3,47.9,57,Late,10,26,36,3,27/02/2025 0:00,209,6/05/2025 0:00,Assignment,20,20,Medium Risk,Passive Learner,22/03/2025 0:00,19/03/2025 0:00,13,28,6/05/2025 10:13,MOD-IN2201,Pass,30,"Software Measurement, General"
Oshan Wijesuriya,ST5243,Male,IT,2.61,Average,Software Engineering,3,30,70,15.8,54.2,70.0,A-,13,44.1,15.8,77.5,95,Late,10,29,23,8,23/03/2025 0:00,247,28/06/2025 0:00,Assignment,59,100,Medium Risk,Passive Learner,13/04/2025 0:00,12/04/2025 0:00,22,28,28/06/2025 10:27,MOD-IN2201,Pass,30,"Software Development Models, Agile & Scrum"
Ranga Gunawardena,ST5244,Male,ITM,3.87,Average,Software Engineering,3,30,70,6.4,23.4,29.8,F,14,47.1,6.4,33.4,44,On-time,16,90,34,9,15/01/2025 0:00,436,7/05/2025 0:00,Practical,29,30,Medium Risk,At-Risk Learner,27/03/2025 0:00,27/03/2025 0:00,7,25,7/05/2025 9:39,MOD-IN2201,Fail,30,Requirements Engineering
Rashmi Gunasekara,ST5245,Female,ITM,2.18,Good,Software Engineering,3,30,70,20.3,10.8,31.1,F,8,25.9,20.3,15.5,53,On-time,5,92,28,15,27/02/2025 0:00,271,23/04/2025 0:00,Practical,17,20,High Risk,Highly Engaged,12/03/2025 0:00,14/03/2025 0:00,14,26,23/04/2025 17:21,MOD-IN2201,Fail,30,Software Maintenance & Evolution
Jayani Dissanayake,ST5246,Female,IT,3.97,Good,Software Engineering,3,30,70,25.3,12.9,38.2,F,11,36.3,25.3,18.4,28,On-time,5,58,14,14,15/04/2025 0:00,106,20/05/2025 0:00,Lab,31,50,Medium Risk,At-Risk Learner,10/07/2025 0:00,9/07/2025 0:00,10,25,20/05/2025 9:02,MOD-IN2201,Fail,30,"Software Testing, Software Measurement"
Dilrukshi Fernando,ST5247,Female,ITM,2.34,Good,Software Engineering,3,30,70,27.5,49.1,76.6,A,18,61.0,27.5,70.2,75,On-time,22,24,29,9,15/04/2025 0:00,79,4/07/2025 0:00,Assignment,9,20,Medium Risk,Moderate Learner,5/05/2025 0:00,7/05/2025 0:00,5,28,4/07/2025 20:37,MOD-IN2201,Pass,30,"UI/UX Design, Managing Software Projects"
Ishwarya Liyanage,ST5248,Female,ITM,3.9,Weak,Software Engineering,3,30,70,25.1,23.9,49.0,C,8,26.7,25.1,34.2,90,Late,14,54,42,13,6/02/2025 0:00,146,21/05/2025 0:00,Assignment,21,50,Medium Risk,At-Risk Learner,11/04/2025 0:00,15/04/2025 0:00,20,30,21/05/2025 8:04,MOD-IN2201,Pass,30,Agile & Scrum
Ruchira Edirisinghe,ST5249,Male,ITM,2.95,Excellent,Software Engineering,3,30,70,10.5,26.1,36.6,F,28,93.0,10.5,37.3,93,On-time,12,67,32,1,6/04/2025 0:00,70,12/07/2025 0:00,Practical,8,50,Medium Risk,Passive Learner,10/06/2025 0:00,11/06/2025 0:00,14,26,12/07/2025 19:01,MOD-IN2201,Fail,30,"Software Maintenance & Evolution, Software Testing"
Ushan Sivarajah,ST5250,Male,IT,2.42,Good,Software Engineering,3,30,70,10.9,61.2,72.1,A-,30,98.5,10.9,87.5,65,Late,12,32,27,15,6/04/2025 0:00,216,11/07/2025 0:00,Assignment,43,100,Medium Risk,Moderate Learner,14/06/2025 0:00,19/06/2025 0:00,9,30,11/07/2025 14:02,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Piyumi Panchacharam,ST5251,Female,ITM,3.97,Good,Software Engineering,3,30,70,16.4,48.2,64.6,B,26,86.0,16.4,68.8,61,On-time,20,13,38,3,5/03/2025 0:00,337,6/03/2025 0:00,Quiz,24,30,Low Risk,Moderate Learner,10/04/2025 0:00,12/04/2025 0:00,29,30,6/03/2025 15:45,MOD-IN2201,Pass,30,Software Engineering Methods
Ishan Herath,ST5252,Male,IT,3.77,Weak,Software Engineering,3,30,70,26.2,61.3,87.5,A+,9,29.8,26.2,87.6,32,Late,11,39,30,3,27/02/2025 0:00,452,26/03/2025 0:00,Assignment,13,20,Medium Risk,At-Risk Learner,9/03/2025 0:00,13/03/2025 0:00,21,30,26/03/2025 9:03,MOD-IN2201,Pass,30,Software Engineering Methods
Nadeeka Wickramasinghe,ST5253,Female,IT,2.63,Good,Software Engineering,3,30,70,21.9,26.0,47.9,C,11,35.8,21.9,37.1,48,On-time,21,34,30,10,15/04/2025 0:00,420,20/06/2025 0:00,Assignment,37,100,Medium Risk,At-Risk Learner,29/04/2025 0:00,28/04/2025 0:00,8,25,20/06/2025 12:59,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Niroshan Weerasinghe,ST5254,Male,IT,2.05,Average,Software Engineering,3,30,70,11.7,40.7,52.4,C+,7,22.1,11.7,58.1,52,Late,20,27,18,15,23/03/2025 0:00,204,25/06/2025 0:00,Lab,10,20,High Risk,Highly Engaged,23/06/2025 0:00,24/06/2025 0:00,15,28,25/06/2025 13:22,MOD-IN2201,Pass,30,"Software Maintenance & Evolution, Software Testing"
Gihan Rathnayake,ST5255,Male,ITM,3.39,Good,Software Engineering,3,30,70,14.9,42.5,57.4,B-,29,96.8,14.9,60.7,34,Late,6,18,30,9,6/04/2025 0:00,224,16/06/2025 0:00,Final Exam,7,50,Medium Risk,Passive Learner,14/04/2025 0:00,13/04/2025 0:00,5,28,16/06/2025 14:40,MOD-IN2201,Pass,30,"UI/UX Design, Managing Software Projects"
Visal Dissanayake,ST5256,Male,IT,2.53,Average,Software Engineering,3,30,70,10.7,35.7,46.4,C,10,33.4,10.7,51.0,36,On-time,4,84,37,12,6/04/2025 0:00,171,22/05/2025 0:00,Final Exam,5,30,High Risk,At-Risk Learner,12/07/2025 0:00,13/07/2025 0:00,20,30,22/05/2025 12:57,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Lahiru Dissanayake,ST5257,Male,IT,2.61,Good,Software Engineering,3,30,70,17.4,59.8,77.2,A,13,44.3,17.4,85.5,78,Late,21,78,20,3,23/03/2025 0:00,42,5/07/2025 0:00,Final Exam,59,100,Medium Risk,At-Risk Learner,14/05/2025 0:00,11/05/2025 0:00,24,26,5/07/2025 14:47,MOD-IN2201,Pass,30,"Managing Software Projects, Software Maintenance & Evolution"
Rajeev Rathnayake,ST5258,Male,IT,2.63,Good,Software Engineering,3,30,70,25.9,21.5,47.4,C,16,51.8,25.9,30.7,53,On-time,14,56,41,5,27/02/2025 0:00,286,27/02/2025 0:00,Final Exam,85,100,Medium Risk,At-Risk Learner,11/05/2025 0:00,16/05/2025 0:00,23,26,27/02/2025 14:44,MOD-IN2201,Pass,30,Software Development Models
Ishwarya Piyarathna,ST5259,Female,IT,1.82,Average,Software Engineering,3,30,70,25.0,27.8,52.8,C+,14,46.5,25.0,39.7,89,On-time,14,10,27,4,6/04/2025 0:00,297,15/05/2025 0:00,Assignment,41,100,Medium Risk,Passive Learner,8/06/2025 0:00,5/06/2025 0:00,25,25,15/05/2025 12:58,MOD-IN2201,Pass,30,Software Engineering Methods
Tharsini Dissanayake,ST5260,Female,ITM,2.05,Weak,Software Engineering,3,30,70,24.4,30.9,55.3,B-,8,28.3,24.4,44.2,36,On-time,21,41,20,9,6/02/2025 0:00,115,9/04/2025 0:00,Presentation,7,30,High Risk,At-Risk Learner,13/04/2025 0:00,12/04/2025 0:00,27,28,9/04/2025 14:46,MOD-IN2201,Pass,30,Software Engineering Methods
Nimasha Edirisinghe,ST5261,Female,ITM,3.08,Weak,Software Engineering,3,30,70,13.9,11.2,25.1,F,6,20.5,13.9,16.0,49,Late,2,90,37,1,6/02/2025 0:00,47,21/03/2025 0:00,Practical,50,100,High Risk,At-Risk Learner,27/02/2025 0:00,1/03/2025 0:00,25,25,21/03/2025 15:01,MOD-IN2201,Fail,30,"Software Maintenance & Evolution, Software Testing"
Nadeesha Jayaweera,ST5262,Female,IT,3.5,Good,Software Engineering,3,30,70,21.2,47.5,68.7,B+,13,44.6,21.2,67.9,55,On-time,22,94,25,9,5/03/2025 0:00,185,18/04/2025 0:00,Assignment,30,50,Low Risk,Highly Engaged,22/03/2025 0:00,21/03/2025 0:00,12,26,18/04/2025 9:37,MOD-IN2201,Pass,30,Software Testing
Bandara Gamlath,ST5263,Male,IT,3.12,Weak,Software Engineering,3,30,70,24.3,58.6,82.9,A,27,91.3,24.3,83.7,42,On-time,11,38,35,7,27/02/2025 0:00,252,16/05/2025 0:00,Quiz,30,30,Medium Risk,Passive Learner,8/05/2025 0:00,8/05/2025 0:00,14,30,16/05/2025 17:58,MOD-IN2201,Pass,30,UI/UX Design
Chamari Jeyarajah,ST5264,Female,ITM,2.34,Weak,Software Engineering,3,30,70,22.5,64.4,86.9,A+,23,75.5,22.5,92.0,83,Late,20,66,25,2,6/04/2025 0:00,163,11/06/2025 0:00,Presentation,5,20,Low Risk,Moderate Learner,14/06/2025 0:00,15/06/2025 0:00,19,25,11/06/2025 14:36,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Hansika Rambukwella,ST5265,Female,IT,2.75,Average,Software Engineering,3,30,70,8.7,57.3,66.0,B+,15,49.8,8.7,81.9,48,On-time,20,61,27,8,27/02/2025 0:00,337,20/05/2025 0:00,Presentation,23,50,Medium Risk,At-Risk Learner,3/04/2025 0:00,2/04/2025 0:00,19,25,20/05/2025 13:26,MOD-IN2201,Pass,30,General
Ishan Vithanage,ST5266,Male,IT,2.79,Average,Software Engineering,3,30,70,9.9,18.5,28.4,F,27,89.0,9.9,26.5,94,On-time,5,44,32,14,23/03/2025 0:00,259,5/07/2025 0:00,Quiz,7,20,Medium Risk,Passive Learner,12/05/2025 0:00,9/05/2025 0:00,23,30,5/07/2025 16:52,MOD-IN2201,Fail,30,Software Development Models
Pranali Jayaweera,ST5267,Female,IT,2.43,Weak,Software Engineering,3,30,70,9.7,28.2,37.9,F,20,68.1,9.7,40.3,29,On-time,22,54,31,12,6/04/2025 0:00,115,28/06/2025 0:00,Quiz,19,30,Medium Risk,Moderate Learner,6/05/2025 0:00,6/05/2025 0:00,11,27,28/06/2025 21:54,MOD-IN2201,Fail,30,Software Development Models
Malith Dissanayake,ST5268,Male,ITM,2.84,Good,Software Engineering,3,30,70,6.1,9.2,15.3,F,15,51.0,6.1,13.1,77,On-time,25,41,10,0,6/02/2025 0:00,104,4/04/2025 0:00,Quiz,10,20,Medium Risk,At-Risk Learner,15/03/2025 0:00,13/03/2025 0:00,25,30,4/04/2025 12:19,MOD-IN2201,Fail,30,"Software Development Models, Agile & Scrum"
Nimasha Rajapaksha,ST5269,Female,ITM,3.52,Weak,Software Engineering,3,30,70,18.5,31.1,49.6,C,8,27.1,18.5,44.4,71,On-time,11,69,18,14,6/04/2025 0:00,365,25/04/2025 0:00,Midterm,18,20,Medium Risk,At-Risk Learner,7/07/2025 0:00,8/07/2025 0:00,5,27,25/04/2025 19:20,MOD-IN2201,Pass,30,Managing Software Projects
Gihan Vithanage,ST5270,Male,ITM,2.09,Good,Software Engineering,3,30,70,20.1,11.3,31.4,F,26,86.6,20.1,16.2,72,On-time,22,21,36,5,15/04/2025 0:00,99,28/05/2025 0:00,Lab,60,100,Medium Risk,Moderate Learner,11/06/2025 0:00,10/06/2025 0:00,18,26,28/05/2025 18:46,MOD-IN2201,Fail,30,Software Measurement
Thilini Piyarathna,ST5271,Female,ITM,3.1,Good,Software Engineering,3,30,70,21.8,42.8,64.6,B,6,21.5,21.8,61.1,75,Late,17,85,27,2,5/03/2025 0:00,242,4/05/2025 0:00,Quiz,59,100,Medium Risk,At-Risk Learner,3/05/2025 0:00,1/05/2025 0:00,28,28,4/05/2025 14:29,MOD-IN2201,Pass,30,Software Development Models
Imasha Subasinghe,ST5272,Female,IT,2.0,Average,Software Engineering,3,30,70,11.6,25.1,36.7,F,28,95.0,11.6,35.8,95,On-time,9,65,23,6,15/01/2025 0:00,157,7/04/2025 0:00,Final Exam,19,100,Medium Risk,Passive Learner,20/02/2025 0:00,25/02/2025 0:00,6,30,7/04/2025 17:24,MOD-IN2201,Fail,30,"General, Software Engineering Methods"
Piyumi Piyarathna,ST5273,Female,IT,1.82,Good,Software Engineering,3,30,70,21.1,40.9,62.0,B,8,27.8,21.1,58.4,80,Late,8,14,16,10,6/02/2025 0:00,229,19/02/2025 0:00,Quiz,15,20,High Risk,At-Risk Learner,12/04/2025 0:00,14/04/2025 0:00,14,25,19/02/2025 13:35,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Dilrukshi Munasinghe,ST5274,Female,IT,3.87,Average,Software Engineering,3,30,70,11.9,22.5,34.4,F,14,45.6,11.9,32.1,61,On-time,3,80,18,14,6/04/2025 0:00,88,21/04/2025 0:00,Assignment,22,30,Medium Risk,Passive Learner,25/05/2025 0:00,22/05/2025 0:00,26,26,21/04/2025 20:50,MOD-IN2201,Fail,30,Requirements Engineering
Chamari Jeyarajah,ST5275,Female,ITM,2.52,Good,Software Engineering,3,30,70,13.0,16.7,29.7,F,20,67.7,13.0,23.8,76,On-time,20,67,10,15,27/02/2025 0:00,438,21/04/2025 0:00,Assignment,34,100,Medium Risk,Highly Engaged,13/03/2025 0:00,17/03/2025 0:00,14,25,21/04/2025 19:05,MOD-IN2201,Fail,30,Software Engineering Methods
Hiruni Edirisinghe,ST5276,Female,ITM,3.47,Good,Software Engineering,3,30,70,18.3,56.8,75.1,A,16,52.4,18.3,81.2,66,Late,25,31,27,12,27/02/2025 0:00,134,15/04/2025 0:00,Presentation,68,100,Low Risk,At-Risk Learner,11/04/2025 0:00,11/04/2025 0:00,9,26,15/04/2025 13:12,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Vimukthi Senanayake,ST5277,Male,IT,2.43,Good,Software Engineering,3,30,70,9.0,27.3,36.3,F,24,81.3,9.0,39.0,58,Late,22,66,23,1,15/04/2025 0:00,53,1/08/2025 0:00,Practical,17,50,Medium Risk,Moderate Learner,30/05/2025 0:00,2/06/2025 0:00,21,28,1/08/2025 20:03,MOD-IN2201,Fail,30,"UI/UX Design, Managing Software Projects"
Nadeeka Gamlath,ST5278,Female,IT,2.46,Excellent,Software Engineering,3,30,70,15.0,38.2,53.2,C+,24,79.0,15.0,54.6,87,Late,2,70,19,0,27/02/2025 0:00,103,18/03/2025 0:00,Lab,66,100,Medium Risk,Passive Learner,28/05/2025 0:00,1/06/2025 0:00,13,25,18/03/2025 13:32,MOD-IN2201,Pass,30,"Software Measurement, General"
Rashika Gunawardena,ST5279,Female,IT,3.39,Good,Software Engineering,3,30,70,29.1,44.1,73.2,A-,29,97.8,29.1,63.0,39,On-time,8,21,27,3,6/04/2025 0:00,157,2/07/2025 0:00,Assignment,10,20,Medium Risk,Passive Learner,17/05/2025 0:00,18/05/2025 0:00,25,30,2/07/2025 20:13,MOD-IN2201,Pass,30,"Software Maintenance & Evolution, Software Testing"
Nadeeka Udagedara,ST5280,Female,IT,2.83,Average,Software Engineering,3,30,70,7.1,29.3,36.4,F,24,79.5,7.1,41.9,68,Late,10,57,31,10,27/02/2025 0:00,347,30/04/2025 0:00,Presentation,89,100,Medium Risk,Moderate Learner,24/05/2025 0:00,22/05/2025 0:00,25,30,30/04/2025 16:43,MOD-IN2201,Fail,30,Requirements Engineering
Nimasha Bandara,ST5281,Female,IT,2.63,Weak,Software Engineering,3,30,70,12.2,51.9,64.1,B,16,53.7,12.2,74.2,92,On-time,16,29,42,6,6/02/2025 0:00,285,28/03/2025 0:00,Lab,44,50,Medium Risk,At-Risk Learner,1/03/2025 0:00,28/02/2025 0:00,26,30,28/03/2025 15:00,MOD-IN2201,Pass,30,Software Measurement
Harsha Piyarathna,ST5282,Male,IT,3.37,Average,Software Engineering,3,30,70,14.1,46.4,60.5,B,14,46.4,14.1,66.3,78,On-time,22,96,14,2,23/03/2025 0:00,388,21/05/2025 0:00,Quiz,47,50,Medium Risk,Highly Engaged,6/05/2025 0:00,11/05/2025 0:00,24,25,21/05/2025 9:56,MOD-IN2201,Pass,30,Software Measurement
Amaya Wijesuriya,ST5283,Female,IT,1.8,Average,Software Engineering,3,30,70,7.1,22.5,29.6,F,7,21.8,7.1,32.1,32,Late,10,80,38,6,6/02/2025 0:00,398,28/03/2025 0:00,Practical,20,50,High Risk,Highly Engaged,27/03/2025 0:00,29/03/2025 0:00,10,28,28/03/2025 12:52,MOD-IN2201,Fail,30,Software Measurement
Hiruni Tennakoon,ST5284,Female,ITM,3.71,Good,Software Engineering,3,30,70,29.2,57.9,87.1,A+,22,74.2,29.2,82.7,61,On-time,4,79,37,8,15/01/2025 0:00,307,17/04/2025 0:00,Final Exam,98,100,Low Risk,Moderate Learner,7/02/2025 0:00,9/02/2025 0:00,18,30,17/04/2025 13:41,MOD-IN2201,Pass,30,Agile & Scrum
Dilan Nanayakkara,ST5285,Male,ITM,3.78,Weak,Software Engineering,3,30,70,21.8,33.9,55.7,B-,22,71.9,21.8,48.4,59,On-time,5,32,21,14,23/03/2025 0:00,332,3/05/2025 0:00,Presentation,45,50,Medium Risk,Moderate Learner,18/06/2025 0:00,20/06/2025 0:00,25,25,3/05/2025 19:29,MOD-IN2201,Pass,30,General
Sewwandi Rajapaksha,ST5286,Female,IT,3.33,Good,Software Engineering,3,30,70,16.6,29.7,46.3,C,24,80.0,16.6,42.5,89,On-time,4,11,30,13,15/01/2025 0:00,485,10/02/2025 0:00,Practical,14,30,Medium Risk,Passive Learner,5/04/2025 0:00,5/04/2025 0:00,30,30,10/02/2025 16:12,MOD-IN2201,Pass,30,Software Development Models
Rashmi Senanayake,ST5287,Female,IT,2.63,Excellent,Software Engineering,3,30,70,18.8,51.0,69.8,B+,22,74.9,18.8,72.9,67,On-time,12,10,24,14,23/03/2025 0:00,431,29/04/2025 0:00,Assignment,60,100,Medium Risk,Moderate Learner,30/06/2025 0:00,2/07/2025 0:00,17,26,29/04/2025 11:06,MOD-IN2201,Pass,30,Software Development Models
Malini Sivarajah,ST5288,Female,IT,3.89,Average,Software Engineering,3,30,70,22.0,37.3,59.3,B-,18,58.6,22.0,53.3,72,On-time,2,79,30,5,6/02/2025 0:00,51,8/02/2025 0:00,Presentation,14,30,Medium Risk,Passive Learner,13/03/2025 0:00,15/03/2025 0:00,23,30,8/02/2025 9:51,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Hansika Silva,ST5289,Female,IT,2.12,Good,Software Engineering,3,30,70,25.7,42.1,67.8,B+,9,30.0,25.7,60.1,68,On-time,5,41,42,15,15/01/2025 0:00,498,18/01/2025 0:00,Presentation,61,100,Medium Risk,At-Risk Learner,24/04/2025 0:00,22/04/2025 0:00,8,27,18/01/2025 13:02,MOD-IN2201,Pass,30,Software Testing
Piyumi Sivarajah,ST5290,Female,IT,3.37,Weak,Software Engineering,3,30,70,29.4,18.2,47.6,C,20,68.2,29.4,26.0,62,Late,21,40,33,5,27/02/2025 0:00,452,16/03/2025 0:00,Practical,52,100,Medium Risk,Moderate Learner,7/05/2025 0:00,4/05/2025 0:00,8,27,16/03/2025 20:28,MOD-IN2201,Pass,30,Managing Software Projects
Bandara Rambukwella,ST5291,Male,IT,3.86,Good,Software Engineering,3,30,70,11.8,9.9,21.7,F,19,62.1,11.8,14.2,93,Late,15,86,33,7,6/04/2025 0:00,83,26/04/2025 0:00,Assignment,20,20,Medium Risk,Moderate Learner,4/06/2025 0:00,3/06/2025 0:00,9,26,26/04/2025 20:04,MOD-IN2201,Fail,30,"Software Testing, Software Measurement"
